Source.Name,Open time,Open,Date,Quartile,Month,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3857,14-01-2023,Q1,January,0.4089,0.3766,0.3953,582781070,1.67E+12,230545836.2,298604,287515587,113750224.1,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3953,15-01-2023,Q1,January,0.3969,0.3795,0.3845,294014260,1.67E+12,113574492.7,149500,140444062,54247747.68,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3846,16-01-2023,Q1,January,0.4064,0.3777,0.3855,542041099,1.67E+12,211557382.2,244213,259538816,101299609.2,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3855,17-01-2023,Q1,January,0.3987,0.379,0.3868,378212343,1.67E+12,146669509.5,175149,183711027,71232383.44,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3868,18-01-2023,Q1,January,0.3964,0.3655,0.3782,615064764,1.67E+12,236217050.7,297896,294249478,113039587,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3782,19-01-2023,Q1,January,0.3965,0.3762,0.3928,416112670,1.67E+12,161047075.8,194843,204941131,79300131.86,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.3929,20-01-2023,Q1,January,0.4141,0.3859,0.4129,366316527,1.67E+12,145683006.8,191888,188711387,74980784.29,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.4129,21-01-2023,Q1,January,0.4166,0.3967,0.4034,346602583,1.67E+12,141823531.6,198254,165478405,67719633.3,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.4034,22-01-2023,Q1,January,0.4122,0.3962,0.4004,250067543,1.67E+12,101062837.5,140303,120634816,48755338.55,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.4004,23-01-2023,Q1,January,0.433,0.3995,0.4234,723894773,1.67E+12,304618525.3,337146,336521405,141588487.2,0
XRPUSDT-1d-2023-01.csv,1.67E+12,0.4233,24-01-2023,Q1,January,0.4312,0.4025,0.4078,411297898,1.67E+12,172683239.9,223346,192361934,80790644.37,0
